4.80E+02,3.00E+02,distance,room_pass,-45
4.80E+02,3.15E+02,,,-45
4.80E+02,3.30E+02,,,-45
4.80E+02,3.45E+02,,,-45
4.80E+02,3.60E+02,,,-45
4.80E+02,3.75E+02,,,-45
4.80E+02,3.90E+02,,,-45
4.80E+02,4.05E+02,,,-45
4.80E+02,4.20E+02,,,-45
4.90E+02,3.00E+02,,,-45
4.90E+02,3.15E+02,,,-45
4.90E+02,3.30E+02,,,-45
4.90E+02,3.45E+02,,,-45
4.90E+02,3.60E+02,,,-45
4.90E+02,3.75E+02,,,-45
4.90E+02,3.90E+02,,,-45
4.90E+02,4.05E+02,,,-45
4.90E+02,4.20E+02,,,-45
5.00E+02,3.00E+02,,,-45
5.00E+02,3.15E+02,,,-45
5.00E+02,3.30E+02,,,-45
5.00E+02,3.45E+02,,,-45
5.00E+02,3.60E+02,,,-46
5.00E+02,3.75E+02,,,-46
5.00E+02,3.90E+02,,,-46
5.00E+02,4.05E+02,,,-46
5.00E+02,4.20E+02,,,-46
5.10E+02,3.00E+02,,,-46
5.10E+02,3.15E+02,,,-46
5.10E+02,3.30E+02,,,-46
5.10E+02,3.45E+02,,,-46
5.10E+02,3.60E+02,,,-46
5.10E+02,3.75E+02,,,-46
5.10E+02,3.90E+02,,,-46
5.10E+02,4.05E+02,,,-46
5.10E+02,4.20E+02,,,-46
5.20E+02,3.00E+02,,,-46
5.20E+02,3.15E+02,,,-46
5.20E+02,3.30E+02,,,-46
5.20E+02,3.45E+02,,,-46
5.20E+02,3.60E+02,,,-46
5.20E+02,3.75E+02,,,-46
5.20E+02,3.90E+02,,,-46
5.20E+02,4.05E+02,,,-46
5.20E+02,4.20E+02,,,-46
5.30E+02,3.00E+02,,,-46
5.30E+02,3.15E+02,,,-46
5.30E+02,3.30E+02,,,-46
5.30E+02,3.45E+02,,,-46
5.30E+02,3.60E+02,,,-46
5.30E+02,3.75E+02,,,-46
5.30E+02,3.90E+02,,,-45
5.30E+02,4.05E+02,,,-45
5.30E+02,4.20E+02,,,-45
5.40E+02,3.00E+02,,,-45
5.40E+02,3.15E+02,,,-45
5.40E+02,3.30E+02,,,-45
5.40E+02,3.45E+02,,,-45
5.40E+02,3.60E+02,,,-45
5.40E+02,3.75E+02,,,-45
5.40E+02,3.90E+02,,,-45
5.40E+02,4.05E+02,,,-45
5.40E+02,4.20E+02,,,-45
5.50E+02,3.00E+02,,,-45
5.50E+02,3.15E+02,,,-45
5.50E+02,3.30E+02,,,-45
5.50E+02,3.45E+02,,,-45
5.50E+02,3.60E+02,,,-45
5.50E+02,3.75E+02,,,-45
5.50E+02,3.90E+02,,,-45
5.50E+02,4.05E+02,,,-45
5.50E+02,4.20E+02,,,-45
5.60E+02,3.00E+02,,,-45
5.60E+02,3.15E+02,,,-45
5.60E+02,3.30E+02,,,-45
5.60E+02,3.45E+02,,,-45
5.60E+02,3.60E+02,,,-45
5.60E+02,3.75E+02,,,-45
5.60E+02,3.90E+02,,,-45
5.60E+02,4.05E+02,,,-45
5.60E+02,4.20E+02,,,-45
5.70E+02,3.00E+02,,,-45
5.70E+02,3.15E+02,,,-45
5.70E+02,3.30E+02,,,-45
5.70E+02,3.45E+02,,,-45
5.70E+02,3.60E+02,,,-45
5.70E+02,3.75E+02,,,-45
5.70E+02,3.90E+02,,,-45
5.70E+02,4.05E+02,,,-45
5.70E+02,4.20E+02,,,-45
5.80E+02,3.00E+02,,,-45
5.80E+02,3.15E+02,,,-45
5.80E+02,3.30E+02,,,-45
5.80E+02,3.45E+02,,,-45
5.80E+02,3.60E+02,,,-45
5.80E+02,3.75E+02,,,-45
5.80E+02,3.90E+02,,,-45
5.80E+02,4.05E+02,,,-45
5.80E+02,4.20E+02,,,-45
5.90E+02,3.00E+02,,,-45
5.90E+02,3.15E+02,,,-45
5.90E+02,3.30E+02,,,-45
5.90E+02,3.45E+02,,,-45
5.90E+02,3.60E+02,,,-45
5.90E+02,3.75E+02,,,-45
5.90E+02,3.90E+02,,,-45
5.90E+02,4.05E+02,,,-45
5.90E+02,4.20E+02,,,-45
6.00E+02,3.00E+02,,,-45
6.00E+02,3.15E+02,,,-45
6.00E+02,3.30E+02,,,-45
6.00E+02,3.45E+02,,,-45
6.00E+02,3.60E+02,,,-45
6.00E+02,3.75E+02,,,-45
6.00E+02,3.90E+02,,,-45
6.00E+02,4.05E+02,,,-45
6.00E+02,4.20E+02,,,-45
6.00E+02,3.00E+02,,,-45
6.00E+02,3.15E+02,,,-45
6.00E+02,3.30E+02,,,-45
6.00E+02,3.45E+02,,,-45
6.00E+02,3.60E+02,,,-45
6.00E+02,3.75E+02,,,-45
6.00E+02,3.90E+02,,,-45
6.00E+02,4.05E+02,,,-45
6.00E+02,4.20E+02,,,-45
6.10E+02,3.00E+02,,,-45
6.10E+02,3.15E+02,,,-45
6.10E+02,3.30E+02,,,-45
6.10E+02,3.45E+02,,,-45
6.10E+02,3.60E+02,,,-45
6.10E+02,3.75E+02,,,-45
6.10E+02,3.90E+02,,,-45
6.10E+02,4.05E+02,,,-45
6.10E+02,4.20E+02,,,-45
6.20E+02,3.00E+02,,,-45
6.20E+02,3.15E+02,,,-45
6.20E+02,3.30E+02,,,-45
6.20E+02,3.45E+02,,,-45
6.20E+02,3.60E+02,,,-45
6.20E+02,3.75E+02,,,-45
6.20E+02,3.90E+02,,,-45
6.20E+02,4.05E+02,,,-45
6.20E+02,4.20E+02,,,-45
6.30E+02,3.00E+02,,,-45
6.30E+02,3.15E+02,,,-45
6.30E+02,3.30E+02,,,-45
6.30E+02,3.45E+02,,,-45
6.30E+02,3.60E+02,,,-45
6.30E+02,3.75E+02,,,-45
6.30E+02,3.90E+02,,,-45
6.30E+02,4.05E+02,,,-45
6.30E+02,4.20E+02,,,-45
6.40E+02,3.00E+02,,,-45
6.40E+02,3.15E+02,,,-45
6.40E+02,3.30E+02,,,-45
6.40E+02,3.45E+02,,,-45
6.40E+02,3.60E+02,,,-45
6.40E+02,3.75E+02,,,-45
6.40E+02,3.90E+02,,,-45
6.40E+02,4.05E+02,,,-45
6.40E+02,4.20E+02,,,-45
6.50E+02,3.00E+02,,,-45
6.50E+02,3.15E+02,,,-45
6.50E+02,3.30E+02,,,-45
6.50E+02,3.45E+02,,,-45
6.50E+02,3.60E+02,,,-45
6.50E+02,3.75E+02,,,-45
6.50E+02,3.90E+02,,,-45
6.50E+02,4.05E+02,,,-45
6.50E+02,4.20E+02,,,-45
6.60E+02,3.00E+02,,,-45
6.60E+02,3.15E+02,,,-45
6.60E+02,3.30E+02,,,-45
6.60E+02,3.45E+02,,,-45
6.60E+02,3.60E+02,,,-45
6.60E+02,3.75E+02,,,-45
6.60E+02,3.90E+02,,,-45
6.60E+02,4.05E+02,,,-45
6.60E+02,4.20E+02,,,-45
6.70E+02,3.00E+02,,,-45
6.70E+02,3.15E+02,,,-45
6.70E+02,3.30E+02,,,-45
6.70E+02,3.45E+02,,,-45
6.70E+02,3.60E+02,,,-45
6.70E+02,3.75E+02,,,-45
6.70E+02,3.90E+02,,,-45
6.70E+02,4.05E+02,,,-45
6.70E+02,4.20E+02,,,-45
6.80E+02,3.00E+02,,,-45
6.80E+02,3.15E+02,,,-45
6.80E+02,3.30E+02,,,-45
6.80E+02,3.45E+02,,,-45
6.80E+02,3.60E+02,,,-45
6.80E+02,3.75E+02,,,-45
6.80E+02,3.90E+02,,,-45
6.80E+02,4.05E+02,,,-45
6.80E+02,4.20E+02,,,-45
6.90E+02,3.00E+02,,,-45
6.90E+02,3.15E+02,,,-45
6.90E+02,3.30E+02,,,-45
6.90E+02,3.45E+02,,,-45
6.90E+02,3.60E+02,,,-45
6.90E+02,3.75E+02,,,-45
6.90E+02,3.90E+02,,,-45
6.90E+02,4.05E+02,,,-45
6.90E+02,4.20E+02,,,-45
7.00E+02,3.00E+02,,,-45
7.00E+02,3.15E+02,,,-45
7.00E+02,3.30E+02,,,-45
7.00E+02,3.45E+02,,,-45
7.00E+02,3.60E+02,,,-45
7.00E+02,3.75E+02,,,-47
7.00E+02,3.90E+02,,,-47
7.00E+02,4.05E+02,,,-47
7.00E+02,4.20E+02,,,-47
7.10E+02,3.00E+02,,,-47
7.10E+02,3.15E+02,,,-47
7.10E+02,3.30E+02,,,-47
7.10E+02,3.45E+02,,,-47
7.10E+02,3.60E+02,,,-47
7.10E+02,3.75E+02,,,-47
7.10E+02,3.90E+02,,,-47
7.10E+02,4.05E+02,,,-45
7.10E+02,4.20E+02,,,-45
7.20E+02,3.00E+02,,,-45
7.20E+02,3.15E+02,,,-45
7.20E+02,3.30E+02,,,-45
7.20E+02,3.45E+02,,,-45
7.20E+02,3.60E+02,,,-45
7.20E+02,3.75E+02,,,-45
7.20E+02,3.90E+02,,,-45
7.20E+02,4.05E+02,,,-45
7.20E+02,4.20E+02,,,-45
